Instance,Time,Cost,Facility Open Status,Customer Status
58,37649ms,57132,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 ,27 19 21 22 2 12 24 27 22 27 4 17 10 10 6 18 1 20 27 0 18 16 5 27 10 18 24 14 4 2 19 6 4 16 11 19 8 9 24 16 18 8 6 4 20 6 13 21 19 14 21 16 24 16 20 6 11 20 18 25 26 2 7 13 20 25 23 14 17 25 18 12 12 9 23 10 20 23 8 16 23 17 9 18 26 13 4 5 27 7 28 6 25 25 0 3 11 6 0 17 28 21 25 7 4 24 4 24 22 8 19 26 27 12 12 8 28 7 17 8 9 11 17 19 26 16 21 11 19 17 18 24 25 20 1 14 1 3 17 10 11 22 11 7 25 2 24 16 27 11 24 0 10 0 13 28 2 2 3 13 1 27 10 2 23 24 5 4 3 2 1 20 19 14 26 0 0 8 4 10 5 21 21 6 12 8 11 23 17 21 21 21 6 19 7 25 11 21 10 6 
59,37373ms,43600,1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,18 19 21 22 2 12 21 27 22 28 4 28 13 13 19 18 27 20 24 27 18 15 2 2 10 11 27 19 29 2 19 26 26 16 27 4 20 9 24 15 18 8 6 4 8 19 13 21 14 20 0 24 2 15 20 6 11 20 22 7 29 0 25 20 13 25 5 14 17 12 18 12 19 9 10 23 20 5 8 16 23 2 9 7 29 13 29 5 27 7 28 6 25 25 0 13 28 28 0 17 14 21 12 25 26 0 4 2 27 13 14 4 22 6 12 20 28 25 17 8 8 11 17 6 26 16 2 11 26 17 28 21 25 20 23 26 8 13 17 10 11 27 12 11 25 5 24 15 27 25 24 0 23 0 13 28 2 2 10 13 13 27 13 21 5 28 5 29 23 21 5 14 14 10 26 21 0 14 29 10 5 15 2 12 12 9 6 23 17 24 21 21 19 4 7 6 7 21 23 19 
60,38831ms,29475,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 ,27 19 2 22 5 6 21 0 22 28 29 28 13 1 28 18 1 20 22 0 18 16 23 24 20 18 18 19 29 2 19 19 4 21 27 6 14 8 24 2 27 20 19 4 8 19 8 21 19 14 24 16 24 16 8 12 12 20 7 7 4 0 18 8 20 25 5 19 19 25 7 12 6 9 23 23 20 5 8 16 10 0 20 25 29 10 19 5 18 25 27 6 25 7 5 3 28 12 2 28 28 2 25 18 29 2 29 27 22 3 19 19 18 6 11 20 28 25 17 13 20 11 14 19 9 16 27 12 19 17 28 21 25 20 5 9 3 3 11 10 25 22 11 11 25 5 24 16 27 25 24 14 23 0 8 6 23 21 3 13 3 17 10 24 5 27 23 4 13 2 1 3 19 14 4 2 24 10 4 10 5 16 2 28 12 8 11 23 0 21 2 2 6 29 7 12 7 16 20 19 
61,37027ms,39980,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,27 19 21 27 2 11 21 28 22 28 26 17 13 13 28 11 1 20 22 27 25 21 5 24 10 27 27 14 29 5 6 19 19 24 27 12 13 9 27 16 18 8 6 26 8 26 3 16 28 14 27 16 2 15 8 6 25 26 22 25 4 0 7 9 20 28 5 14 28 12 18 12 19 20 23 1 20 23 8 22 10 17 9 25 29 10 19 5 24 7 28 19 7 11 5 3 25 6 5 28 28 21 11 18 4 2 29 24 22 23 19 4 18 4 12 8 27 7 28 20 26 11 28 19 26 21 2 11 26 17 27 21 25 8 23 9 1 3 28 14 12 18 12 25 11 10 27 15 27 25 24 17 20 0 3 11 2 15 3 13 23 17 23 21 5 18 5 4 3 21 1 20 28 8 26 2 0 23 4 20 5 15 2 19 6 9 12 10 2 21 5 2 6 29 7 12 7 21 10 6 
62,38934ms,56665,1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,18 19 24 27 21 6 24 27 27 28 4 14 13 13 28 18 1 20 22 18 27 22 5 27 14 18 27 28 29 5 4 19 4 21 27 19 14 9 24 16 25 20 25 4 20 19 13 24 19 20 24 16 24 21 20 6 18 9 18 7 29 0 7 8 13 12 10 17 17 12 7 12 6 9 23 1 10 23 8 24 10 17 9 7 29 13 4 21 27 7 28 6 25 7 5 1 18 12 0 28 28 16 25 18 19 24 6 27 22 3 19 4 27 19 12 13 17 7 14 8 26 25 17 6 9 16 21 12 26 17 28 21 7 20 5 9 3 3 28 10 12 22 12 25 25 23 24 21 27 25 27 17 23 0 8 12 0 21 13 13 13 0 20 24 5 28 1 26 13 21 1 20 19 14 19 0 0 10 29 10 23 21 0 19 12 8 27 10 0 16 21 21 6 4 18 6 25 21 10 19 
63,36968ms,44600,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,18 6 2 27 2 11 15 27 18 28 29 17 23 1 28 18 1 8 22 17 18 16 21 24 10 18 24 17 29 2 26 19 4 21 18 19 20 9 16 16 11 20 6 26 8 19 13 21 6 14 24 16 24 16 8 12 7 9 18 25 4 0 25 8 13 11 2 14 17 25 22 12 19 8 10 23 8 10 8 24 10 17 8 25 29 13 6 5 24 7 28 4 12 25 0 3 17 12 0 28 28 15 25 18 4 0 4 27 22 3 19 26 27 12 12 8 28 18 14 9 9 12 17 29 26 21 2 12 26 0 28 24 25 10 1 9 1 13 11 10 6 22 11 11 25 2 24 15 27 25 27 17 1 0 8 11 2 15 3 3 13 24 10 24 5 27 5 4 3 21 1 8 19 20 26 2 0 20 29 10 5 2 21 12 12 9 28 23 0 21 2 2 6 4 7 12 18 15 13 28 
64,37510ms,28203,1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 ,18 19 0 22 2 6 15 27 22 28 26 28 13 13 28 18 3 20 27 0 18 21 5 2 13 27 27 19 26 5 19 26 26 21 27 12 9 8 21 21 18 20 6 4 20 28 13 21 19 14 24 24 2 21 8 12 12 9 27 25 4 0 25 8 13 11 5 17 28 11 18 12 6 9 23 13 20 23 8 21 23 0 4 25 4 13 6 2 22 25 28 6 25 11 2 3 11 12 0 28 28 15 25 18 4 0 26 24 22 3 19 4 27 25 12 20 11 11 17 8 9 11 17 19 26 15 21 11 19 17 11 24 25 14 23 20 23 8 11 10 12 22 11 11 25 23 2 15 0 25 24 17 23 0 8 11 5 15 3 13 3 27 10 2 23 27 5 19 3 21 5 10 28 10 4 2 27 10 4 20 5 21 21 19 6 8 28 23 17 21 24 2 19 4 25 12 25 21 10 19 
65,38343ms,38505,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 ,18 28 15 27 2 12 2 27 18 27 29 17 13 1 19 18 13 20 27 27 18 21 1 24 10 27 24 19 19 5 12 19 29 21 28 6 14 8 24 15 7 9 6 4 8 19 13 21 19 14 24 27 2 21 8 6 7 9 18 12 29 2 11 20 20 25 0 14 6 25 18 12 12 9 5 8 13 5 8 24 10 0 14 25 26 13 19 2 27 25 28 6 7 7 23 1 11 11 0 17 19 15 11 18 29 24 4 24 27 3 14 29 27 12 25 8 27 25 17 9 26 11 28 4 26 21 2 12 19 0 28 24 12 10 1 9 13 3 17 20 12 0 28 11 11 2 21 21 18 12 27 17 23 0 20 11 2 15 3 13 3 27 10 24 5 27 5 4 3 21 1 20 19 20 26 2 0 14 29 20 5 15 21 19 12 8 28 23 17 2 2 21 6 4 7 11 25 15 20 17 
66,36811ms,58184,1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,7 6 21 24 15 6 2 28 18 11 4 19 13 13 19 11 23 20 16 0 27 16 5 24 10 27 27 19 4 5 19 19 4 16 28 19 8 10 24 16 25 9 12 29 20 4 13 2 19 20 27 16 24 22 8 6 11 26 18 7 29 0 7 8 13 25 10 14 19 7 7 12 6 26 23 23 20 23 8 21 23 0 9 12 4 13 6 5 27 11 28 6 25 25 0 13 27 6 0 28 28 15 11 7 4 0 29 24 22 13 14 4 27 6 6 8 11 25 17 8 14 25 28 4 14 15 0 12 26 28 27 21 6 10 23 9 13 10 28 14 25 27 11 11 25 2 16 15 0 25 24 17 23 17 20 28 5 21 20 13 13 27 10 24 23 27 23 26 13 15 5 9 19 10 26 2 24 10 29 10 21 15 2 11 12 20 28 23 0 24 2 21 6 6 7 12 7 15 10 19 
67,38855ms,44202,1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 ,18 12 21 27 21 11 15 28 27 28 4 28 13 1 28 11 10 9 22 0 18 24 1 27 10 27 27 17 4 2 19 6 6 16 27 6 20 20 24 15 7 9 6 26 8 19 13 21 28 14 0 16 24 21 8 25 18 9 22 7 26 2 18 10 8 11 23 14 6 25 7 11 19 20 23 10 10 17 8 24 10 0 9 7 4 13 19 2 22 25 19 6 25 7 0 1 27 12 0 11 28 15 12 18 4 23 19 0 27 13 17 19 27 11 6 26 28 11 14 8 26 11 27 19 26 16 2 11 19 24 28 24 12 20 1 8 8 8 28 14 11 18 12 11 25 2 27 21 27 7 24 0 13 17 13 28 2 15 13 1 13 27 20 21 23 27 0 4 1 21 1 14 14 10 26 2 24 20 26 10 2 21 2 19 12 8 28 23 0 21 21 16 4 4 25 6 18 24 10 6 
68,37899ms,28907,1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 0 ,18 19 2 22 5 11 21 27 27 28 4 28 13 23 17 11 1 10 24 24 22 16 1 24 10 27 27 19 4 2 19 6 4 16 27 19 20 8 16 21 18 26 6 19 8 26 13 2 14 14 16 16 2 16 10 12 27 8 18 7 26 2 7 13 8 11 5 19 28 12 18 28 19 8 5 10 20 5 8 16 10 17 26 18 4 10 4 5 27 18 19 19 7 11 2 3 11 12 17 28 14 21 12 18 4 0 4 24 22 3 19 4 27 12 12 20 27 7 28 8 26 11 28 19 26 16 2 28 26 0 28 24 11 10 5 20 3 3 28 10 11 22 11 11 11 2 16 2 18 7 27 17 23 28 8 11 5 21 13 13 1 0 23 2 5 27 5 4 3 21 1 10 6 14 26 21 21 10 4 20 2 21 2 6 11 8 12 23 0 24 2 21 19 4 7 12 18 2 10 19 
69,38138ms,37085,1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 ,7 19 16 22 5 12 21 28 18 17 4 28 8 1 19 18 1 20 22 24 18 16 0 24 23 18 24 28 26 15 6 26 4 15 27 6 20 20 21 24 7 8 6 26 8 26 8 16 19 10 0 16 24 21 8 6 11 8 18 25 4 17 7 20 20 11 0 14 28 25 18 12 19 19 23 10 20 23 8 16 23 23 26 25 26 20 4 5 27 7 28 19 7 25 2 3 27 6 2 17 17 15 25 25 4 24 6 24 27 3 14 6 27 12 11 8 28 7 17 20 26 12 28 19 26 15 2 11 26 17 11 24 12 14 1 8 1 20 28 10 11 27 11 7 25 5 24 21 18 25 0 17 23 27 23 11 2 15 3 3 1 27 10 24 5 27 5 4 1 21 1 20 6 14 4 2 27 10 4 10 5 15 2 17 12 8 27 23 0 24 2 21 19 6 7 12 7 15 23 14 
70,38020ms,57432,1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 ,18 19 21 24 24 6 21 27 27 17 4 17 13 1 19 18 1 10 16 0 18 24 23 24 10 11 27 19 4 2 6 6 4 16 27 19 20 9 24 15 18 9 6 26 20 19 13 2 14 14 24 24 24 16 8 19 25 8 18 25 4 2 7 8 13 11 23 10 19 25 18 12 19 8 23 23 20 23 8 24 10 0 9 25 26 10 6 2 22 7 28 6 27 25 17 3 11 19 17 17 28 16 25 18 4 28 4 27 24 3 19 4 27 6 12 8 17 25 17 8 14 11 17 19 4 16 2 11 19 17 28 24 12 10 23 9 1 13 17 10 12 22 11 12 25 23 24 15 27 25 24 0 23 17 8 11 2 15 3 3 8 27 23 24 10 27 23 4 3 24 1 10 19 20 4 0 0 10 19 14 1 21 21 19 12 8 12 10 27 21 16 2 6 4 7 6 7 2 10 19 
71,37548ms,41925,1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 ,18 6 2 27 2 11 15 0 22 17 4 28 23 13 28 18 13 13 22 0 18 16 2 0 10 7 24 28 29 2 6 4 14 16 27 6 10 8 2 16 18 20 6 29 8 19 3 15 28 14 24 16 24 15 20 19 11 9 22 25 9 0 7 20 3 25 5 14 17 25 18 12 4 9 23 23 8 23 8 22 10 0 9 25 29 10 6 5 27 25 28 19 25 11 0 3 28 6 0 28 28 15 25 18 4 24 29 24 22 3 19 29 27 25 11 8 28 7 17 8 9 11 17 19 9 22 23 11 19 17 28 16 12 20 23 9 3 3 0 10 25 27 11 25 25 2 16 16 27 25 0 0 20 0 20 11 5 15 13 13 13 0 10 0 5 24 2 4 3 16 5 10 14 14 9 2 27 14 9 10 5 15 16 19 12 8 28 23 28 2 16 2 6 4 7 12 7 15 10 6 
